,Path,File_Name,Title,Year,Rating,Resolution,Aspect_Ratio,Detailed_Aspect_Ratio,File Size,Run_Time(Minutes)
626,//nubian/archives/movies/movies/Comedy/Billy Madison (1995) [PG-13].m4v,Billy Madison (1995) [PG-13].m4v,Billy Madison,1995,PG-13,700x500,1.4,720.0x480.0,811,89.86547037037037
627,//nubian/archives/movies/movies/Comedy/Blast from the Past (1999) [PG-13].mp4,Blast from the Past (1999) [PG-13].mp4,Blast from the Past,1999,PG-13,500x200,2.5,480.0x208.0,481,110.62996249999999
628,"//nubian/archives/movies/movies/Comedy/Blues Brothers, The (1980) [R].m4v","Blues Brothers, The (1980) [R].m4v","Blues Brothers, The",1980,R,400x200,2.0,368.0x192.0,798,147.65236583522298
629,//nubian/archives/movies/movies/Comedy/Bobs Burgers (2022) [PG-13].m4v,Bobs Burgers (2022) [PG-13].m4v,Bobs Burgers,2022,PG-13,700x400,1.75,720.0x360.0,762,101.89276296296296
630,//nubian/archives/movies/movies/Comedy/Book Club- The Next Chapter (2023) [PG-13].m4v,Book Club- The Next Chapter (2023) [PG-13].m4v,Book Club- The Next Chapter,2023,PG-13,1900x1000,1.9,1920.0x1036.0,2927,107.30859000000001
631,"//nubian/archives/movies/movies/Comedy/Borrowers, The (1997) [PG].m4v","Borrowers, The (1997) [PG].m4v","Borrowers, The",1997,PG,700x400,1.75,712.0x450.0,628,86.63599388888889
632,//nubian/archives/movies/movies/Comedy/Brian Regan Comedy Central Presents [PG].mp4,Brian Regan Comedy Central Presents [PG].mp4,Brian Regan Comedy Central Presents,,PG,500x400,1.25,480.0x368.0,162,22.096078819444447
633,//nubian/archives/movies/movies/Comedy/Brian Regan Standing Up (2007) [PG].mp4,Brian Regan Standing Up (2007) [PG].mp4,Brian Regan Standing Up,2007,PG,500x300,1.6666666666666667,480.0x272.0,243,42.720455208333334
634,//nubian/archives/movies/movies/Comedy/Brian Regan The Epitome of Hyperbole (2008) [PG].mp4,Brian Regan The Epitome of Hyperbole (2008) [PG].mp4,Brian Regan The Epitome of Hyperbole,2008,PG,500x300,1.6666666666666667,480.0x272.0,202,41.51272083333333
635,//nubian/archives/movies/movies/Comedy/Bride and Prejudice (2004) [CF].m4v,Bride and Prejudice (2004) [CF].m4v,Bride and Prejudice,2004,CF,700x400,1.75,720.0x370.0,1418,110.52928333333334
636,"//nubian/archives/movies/movies/Comedy/Bucket List, The (2007) [CF].m4v","Bucket List, The (2007) [CF].m4v","Bucket List, The",2007,CF,700x500,1.4,720.0x480.0,582,89.83752555555556
637,//nubian/archives/movies/movies/Comedy/Caddyshack (1980) [Edited].m4v,Caddyshack (1980) [Edited].m4v,Caddyshack,1980,Edited,1900x1100,1.7272727272727273,1920.0x1080.0,3799,96.24583333333334
638,"//nubian/archives/movies/movies/Comedy/Cat From Outer Space, The (1978) [G].m4v","Cat From Outer Space, The (1978) [G].m4v","Cat From Outer Space, The",1978,G,700x500,1.4,718.0x480.0,803,103.6171248148148
639,//nubian/archives/movies/movies/Comedy/Champions (2023) [PG-13].m4v,Champions (2023) [PG-13].m4v,Champions,2023,PG-13,1900x800,2.375,1920.0x804.0,3434,123.73541703703702
640,//nubian/archives/movies/movies/Comedy/Charlie Brown Christmas (1965) [G].m4v,Charlie Brown Christmas (1965) [G].m4v,Charlie Brown Christmas,1965,G,700x500,1.4,710.0x480.0,438,25.382428888888892
641,//nubian/archives/movies/movies/Comedy/Charlie Brown Christmas Time Again (1992) [G].m4v,Charlie Brown Christmas Time Again (1992) [G].m4v,Charlie Brown Christmas Time Again,1992,G,700x500,1.4,710.0x480.0,295,23.007461296296295
642,//nubian/archives/movies/movies/Comedy/Christmas In Connecticut (1945) [PG].m4v,Christmas In Connecticut (1945) [PG].m4v,Christmas In Connecticut,1945,PG,700x500,1.4,720.0x480.0,1325,101.37715666666666
643,"//nubian/archives/movies/movies/Comedy/Christmas Story 2, A (2012) [PG].m4v","Christmas Story 2, A (2012) [PG].m4v","Christmas Story 2, A",2012,PG,700x500,1.4,720.0x472.0,757,85.4340988888889
644,"//nubian/archives/movies/movies/Comedy/Christmas Story, A (1983) [PG].m4v","Christmas Story, A (1983) [PG].m4v","Christmas Story, A",1983,PG,1900x1100,1.7272727272727273,1908.0x1080.0,5101,93.38356777777777
645,//nubian/archives/movies/movies/Comedy/City Slickers (1991) [PG-13].m4v,City Slickers (1991) [PG-13].m4v,City Slickers,1991,PG-13,700x500,1.4,720.0x464.0,1330,113.60557518518519
646,//nubian/archives/movies/movies/Comedy/City Slickers 2 - The Legend of Curly's Gold (1994) [PG-13].m4v,City Slickers 2 - The Legend of Curly's Gold (1994) [PG-13].m4v,City Slickers 2 - The Legend of Curly's Gold,1994,PG-13,700x500,1.4,720.0x480.0,1433,115.66541074074074
647,//nubian/archives/movies/movies/Comedy/Clerks (1994) [R].m4v,Clerks (1994) [R].m4v,Clerks,1994,R,700x300,2.3333333333333335,716.0x342.0,1171,91.7522161111111
648,//nubian/archives/movies/movies/Comedy/Click (2006) [PG-13].m4v,Click (2006) [PG-13].m4v,Click,2006,PG-13,700x500,1.4,720.0x460.0,736,107.51643796296295
649,//nubian/archives/movies/movies/Comedy/Clue (1985) [PG].mp4,Clue (1985) [PG].mp4,Clue,1985,PG,500x300,1.6666666666666667,480.0x272.0,422,96.343190625
650,//nubian/archives/movies/movies/Comedy/Coming 2 America (2021) [PG-13].m4v,Coming 2 America (2021) [PG-13].m4v,Coming 2 America,2021,PG-13,700x400,1.75,720.0x426.0,1027,108.58138925925927
651,//nubian/archives/movies/movies/Comedy/Coneheads (1993) [PG].mp4,Coneheads (1993) [PG].mp4,Coneheads,1993,PG,500x300,1.6666666666666667,480.0x272.0,418,86.3009361111111
652,//nubian/archives/movies/movies/Comedy/Cool Runnings (1993) [PG].avi,Cool Runnings (1993) [PG].avi,Cool Runnings,1993,PG,500x300,1.6666666666666667,544.0x320.0,700,98.13275694444444
653,//nubian/archives/movies/movies/Comedy/Crazy Rich Asians (2018) [PG-13].m4v,Crazy Rich Asians (2018) [PG-13].m4v,Crazy Rich Asians,2018,PG-13,700x400,1.75,720.0x360.0,974,120.65386629629634
654,//nubian/archives/movies/movies/Comedy/Crocodile Dundee (1986) [PG-13].m4v,Crocodile Dundee (1986) [PG-13].m4v,Crocodile Dundee,1986,PG-13,700x400,1.75,720.0x368.0,966,97.14401388888889
655,//nubian/archives/movies/movies/Comedy/Date Night (2010) [PG-13].m4v,Date Night (2010) [PG-13].m4v,Date Night,2010,PG-13,700x300,2.3333333333333335,720.0x312.0,572,87.80646851851853
656,//nubian/archives/movies/movies/Comedy/Dave Chapelle - For What It's Worth (2004) [R].m4v,Dave Chapelle - For What It's Worth (2004) [R].m4v,Dave Chapelle - For What It's Worth,2004,R,500x400,1.25,512.0x384.0,344,57.832276666666665
657,//nubian/archives/movies/movies/Comedy/dave chappelle - r kelly - r kelly --- pee on you.mpg,dave chappelle - r kelly - r kelly --- pee on you.mpg,dave chappelle - r kelly - r kelly --- pee on you,,,400x200,2.0,352.0x240.0,21,2.1148905555555557
658,"//nubian/archives/movies/movies/Comedy/Devil Wears Prada, The (2006) [PG-13].m4v","Devil Wears Prada, The (2006) [PG-13].m4v","Devil Wears Prada, The",2006,PG-13,700x400,1.75,720.0x362.0,573,109.3667574074074
659,//nubian/archives/movies/movies/Comedy/Dinner for Schmucks (2010) [PG-13].m4v,Dinner for Schmucks (2010) [PG-13].m4v,Dinner for Schmucks,2010,PG-13,600x400,1.5,624.0x352.0,677,114.05188944444444
660,//nubian/archives/movies/movies/Comedy/Dirty Rotten Scoundrels (1988) [PG].mp4,Dirty Rotten Scoundrels (1988) [PG].mp4,Dirty Rotten Scoundrels,1988,PG,500x300,1.6666666666666667,480.0x256.0,514,109.76910333333333
661,//nubian/archives/movies/movies/Comedy/Dirty Work (1998) [PG-13].m4v,Dirty Work (1998) [PG-13].m4v,Dirty Work,1998,PG-13,600x400,1.5,640.0x360.0,760,81.57741055555556
662,//nubian/archives/movies/movies/Comedy/DodgeBall- A True Underdog Story (2004) [PG-13].mp4,DodgeBall- A True Underdog Story (2004) [PG-13].mp4,DodgeBall- A True Underdog Story,2004,PG-13,500x400,1.25,480.0x368.0,678,91.64977083333333
663,//nubian/archives/movies/movies/Comedy/Drumline (2002) [PG-13].m4v,Drumline (2002) [PG-13].m4v,Drumline,2002,PG-13,700x400,1.75,720.0x362.0,1633,122.40500629629629
664,"//nubian/archives/movies/movies/Comedy/Dude, Wheres My Car (2000) [PG-13].m4v","Dude, Wheres My Car (2000) [PG-13].m4v","Dude, Wheres My Car",2000,PG-13,500x300,1.6666666666666667,512.0x288.0,962,83.08633666666667
665,//nubian/archives/movies/movies/Comedy/Dumb Money (2023) [Edited].m4v,Dumb Money (2023) [Edited].m4v,Dumb Money,2023,Edited,1900x800,2.375,1920.0x804.0,1675,101.80555555555556
666,//nubian/archives/movies/movies/Comedy/Easy A (2010) [PG-13].mp4,Easy A (2010) [PG-13].mp4,Easy A,2010,PG-13,700x500,1.4,720.0x464.0,698,92.41718648148147
667,//nubian/archives/movies/movies/Comedy/Eight Crazy Nights (2002) [PG-13].m4v,Eight Crazy Nights (2002) [PG-13].m4v,Eight Crazy Nights,2002,PG-13,700x500,1.4,720.0x472.0,734,76.24978648148148
668,//nubian/archives/movies/movies/Comedy/Elf (2003) [PG].m4v,Elf (2003) [PG].m4v,Elf,2003,PG,1900x1100,1.7272727272727273,1920.0x1080.0,3294,96.71953925925926
669,//nubian/archives/movies/movies/Comedy/Ernest Goes to Camp (1987) [PG].m4v,Ernest Goes to Camp (1987) [PG].m4v,Ernest Goes to Camp,1987,PG,700x300,2.3333333333333335,720.0x306.0,722,92.00135388888889
670,//nubian/archives/movies/movies/Comedy/Ernest Goes to Jail (1990) [PG].m4v,Ernest Goes to Jail (1990) [PG].m4v,Ernest Goes to Jail,1990,PG,700x400,1.75,720.0x404.0,667,81.26590666666667
671,//nubian/archives/movies/movies/Comedy/Evan Almighty (2007) [PG].m4v,Evan Almighty (2007) [PG].m4v,Evan Almighty,2007,PG,1900x800,2.375,1920.0x816.0,2743,95.66779407407407
672,//nubian/archives/movies/movies/Comedy/Evolution (2001) [PG-13].m4v,Evolution (2001) [PG-13].m4v,Evolution,2001,PG-13,700x500,1.4,720.0x480.0,846,101.71744888888888
673,//nubian/archives/movies/movies/Comedy/Family Guy - Blue Harvest.mp4,Family Guy - Blue Harvest.mp4,Family Guy - Blue Harvest,,,700x400,1.75,720.0x400.0,384,45.66522277777778
674,//nubian/archives/movies/movies/Comedy/Family Guy - It's a Trap.mp4,Family Guy - It's a Trap.mp4,Family Guy - It's a Trap,,,600x400,1.5,624.0x352.0,303,56.57865203703704
675,//nubian/archives/movies/movies/Comedy/Family Guy - Something Something Something Dark Side.mp4,Family Guy - Something Something Something Dark Side.mp4,Family Guy - Something Something Something Dark Side,,,700x500,1.4,720.0x544.0,460,54.6733687037037
676,"//nubian/archives/movies/movies/Comedy/Family Guy - Stewie Griffin, The Untold Story (2005) [PG-13].mp4","Family Guy - Stewie Griffin, The Untold Story (2005) [PG-13].mp4","Family Guy - Stewie Griffin, The Untold Story",2005,PG-13,600x500,1.2,640.0x480.0,1022,88.42166666666667
677,//nubian/archives/movies/movies/Comedy/Father Of The Bride Part 2 (1995) [PG].m4v,Father Of The Bride Part 2 (1995) [PG].m4v,Father Of The Bride Part 2,1995,PG,700x300,2.3333333333333335,706.0x348.0,630,106.25115351851852
678,//nubian/archives/movies/movies/Comedy/Ferris Beuller's Day Off (1986) [PG].m4v,Ferris Beuller's Day Off (1986) [PG].m4v,Ferris Beuller's Day Off,1986,PG,500x200,2.5,480.0x208.0,445,102.50128680555555
679,"//nubian/archives/movies/movies/Comedy/Fiendish Plot of Fr Fumanchu, The (1980) [PG].m4v","Fiendish Plot of Fr Fumanchu, The (1980) [PG].m4v","Fiendish Plot of Fr Fumanchu, The",1980,PG,700x500,1.4,720.0x480.0,1087,99.69890462962964
680,//nubian/archives/movies/movies/Comedy/Fletch (1985) [PG].m4v,Fletch (1985) [PG].m4v,Fletch,1985,PG,700x500,1.4,720.0x460.0,864,98.20852703703704
681,//nubian/archives/movies/movies/Comedy/Fletch Lives (1989) [PG].m4v,Fletch Lives (1989) [PG].m4v,Fletch Lives,1989,PG,700x400,1.75,720.0x386.0,935,95.01019305555556
682,//nubian/archives/movies/movies/Comedy/Fools Rush In (1997) [CF].m4v,Fools Rush In (1997) [CF].m4v,Fools Rush In,1997,CF,700x500,1.4,708.0x464.0,762,103.58459222222223
683,//nubian/archives/movies/movies/Comedy/Freaky Friday (2003) [PG].m4v,Freaky Friday (2003) [PG].m4v,Freaky Friday,2003,PG,700x500,1.4,716.0x464.0,1015,96.97576777777778
684,//nubian/archives/movies/movies/Comedy/Free Guy (2021) [PG-13].m4v,Free Guy (2021) [PG-13].m4v,Free Guy,2021,PG-13,700x400,1.75,720.0x360.0,1068,114.99418462962963
685,//nubian/archives/movies/movies/Comedy/Fun with Dick and Jane (2005) [PG-13].avi,Fun with Dick and Jane (2005) [PG-13].avi,Fun with Dick and Jane,2005,PG-13,600x200,3.0,600.0x242.0,700,90.307668779891
686,//nubian/archives/movies/movies/Comedy/Futurama - The Beast with a Billion Backs (2008) [PG-13].mp4,Futurama - The Beast with a Billion Backs (2008) [PG-13].mp4,Futurama - The Beast with a Billion Backs,2008,PG-13,400x200,2.0,352.0x208.0,242,88.80322685185186
687,//nubian/archives/movies/movies/Comedy/Futurama Bender's Big Score (2007) [PG-13].mp4,Futurama Bender's Big Score (2007) [PG-13].mp4,Futurama Bender's Big Score,2007,PG-13,600x400,1.5,640.0x368.0,1056,88.76645555555554
688,//nubian/archives/movies/movies/Comedy/Futurama Benders Game (2008) [PG-13].mp4,Futurama Benders Game (2008) [PG-13].mp4,Futurama Benders Game,2008,PG-13,600x400,1.5,640.0x368.0,1039,87.36992118055556
689,//nubian/archives/movies/movies/Comedy/Futurama Into The Wild Green Yonder (2009) [PG-13].avi,Futurama Into The Wild Green Yonder (2009) [PG-13].avi,Futurama Into The Wild Green Yonder,2009,PG-13,600x400,1.5,640.0x368.0,701,89.21621041666666
690,//nubian/archives/movies/movies/Comedy/Galaxy Quest (1999) [PG].m4v,Galaxy Quest (1999) [PG].m4v,Galaxy Quest,1999,PG,700x400,1.75,720.0x368.0,950,102.14078944444444
691,//nubian/archives/movies/movies/Comedy/Get Smart (2008) [PG-13].avi,Get Smart (2008) [PG-13].avi,Get Smart,2008,PG-13,600x300,2.0,616.0x336.0,702,109.93423979535092
692,//nubian/archives/movies/movies/Comedy/Ghost Busters (1984) [PG].m4v,Ghost Busters (1984) [PG].m4v,Ghost Busters,1984,PG,700x400,1.75,720.0x360.0,680,105.13211333333334
693,//nubian/archives/movies/movies/Comedy/Ghost Busters 2 (1989) [PG].m4v,Ghost Busters 2 (1989) [PG].m4v,Ghost Busters 2,1989,PG,700x400,1.75,710.0x368.0,741,108.32405111111112
694,//nubian/archives/movies/movies/Comedy/Ghostbusters (2016) [PG-13].m4v,Ghostbusters (2016) [PG-13].m4v,Ghostbusters,2016,PG-13,700x400,1.75,720.0x360.0,873,116.58313314814815
695,//nubian/archives/movies/movies/Comedy/Ghostbusters Afterlife (2021) [PG-13].m4v,Ghostbusters Afterlife (2021) [PG-13].m4v,Ghostbusters Afterlife,2021,PG-13,700x400,1.75,720.0x356.0,1031,123.90503092592593
696,//nubian/archives/movies/movies/Comedy/Gods Must Be Crazy 2 (1989) [PG].m4v,Gods Must Be Crazy 2 (1989) [PG].m4v,Gods Must Be Crazy 2,1989,PG,700x500,1.4,716.0x462.0,1258,97.50894185185186
697,"//nubian/archives/movies/movies/Comedy/Gods Must Be Crazy, The (1980) [PG].m4v","Gods Must Be Crazy, The (1980) [PG].m4v","Gods Must Be Crazy, The",1980,PG,700x400,1.75,716.0x362.0,1924,108.83359037037037
698,//nubian/archives/movies/movies/Comedy/Going In Style (2017) [PG-13].m4v,Going In Style (2017) [PG-13].m4v,Going In Style,2017,PG-13,700x400,1.75,720.0x360.0,562,96.43244703703704
699,//nubian/archives/movies/movies/Comedy/Good Burger (1997) [PG].m4v,Good Burger (1997) [PG].m4v,Good Burger,1997,PG,700x400,1.75,720.0x400.0,981,95.30085611111112
700,"//nubian/archives/movies/movies/Comedy/Grand Budapest Hotel, The (2014) [Edited].m4v","Grand Budapest Hotel, The (2014) [Edited].m4v","Grand Budapest Hotel, The",2014,Edited,1400x1100,1.2727272727272727,1432.0x1080.0,1889,98.99791666666667
701,"//nubian/archives/movies/movies/Comedy/Green Hornet, The (2011) [PG-13].m4v","Green Hornet, The (2011) [PG-13].m4v","Green Hornet, The",2011,PG-13,700x400,1.75,720.0x354.0,779,118.88320888888889
702,//nubian/archives/movies/movies/Comedy/Grosse Pointe Blank (1997) [R].mp4,Grosse Pointe Blank (1997) [R].mp4,Grosse Pointe Blank,1997,R,500x400,1.25,512.0x384.0,1215,107.40507555555557
703,//nubian/archives/movies/movies/Comedy/Groundhog Day (1993) [PG].m4v,Groundhog Day (1993) [PG].m4v,Groundhog Day,1993,PG,700x500,1.4,708.0x470.0,675,101.06721777777778
704,//nubian/archives/movies/movies/Comedy/Grown Ups (2010) [PG-13].m4v,Grown Ups (2010) [PG-13].m4v,Grown Ups,2010,PG-13,700x500,1.4,720.0x462.0,874,102.3334811111111
705,//nubian/archives/movies/movies/Comedy/Grumpier Old Men (1995) [PG-13].mp4,Grumpier Old Men (1995) [PG-13].mp4,Grumpier Old Men,1995,PG-13,500x400,1.25,512.0x384.0,1167,101.07541888888889
706,//nubian/archives/movies/movies/Comedy/Grumpy Old Men (1993) [PG-13].mp4,Grumpy Old Men (1993) [PG-13].mp4,Grumpy Old Men,1993,PG-13,500x400,1.25,512.0x384.0,1195,103.42387611111111
707,//nubian/archives/movies/movies/Comedy/Hanging Up (2000) [PG-13].m4v,Hanging Up (2000) [PG-13].m4v,Hanging Up,2000,PG-13,700x500,1.4,708.0x462.0,570,94.64427351851852
708,//nubian/archives/movies/movies/Comedy/Happy Gilmore (1996) [PG-13].m4v,Happy Gilmore (1996) [PG-13].m4v,Happy Gilmore,1996,PG-13,1900x1000,1.9,1920.0x1040.0,3857,91.94393518518518
709,//nubian/archives/movies/movies/Comedy/Heavyweights (1995) [PG].m4v,Heavyweights (1995) [PG].m4v,Heavyweights,1995,PG,1900x1000,1.9,1920.0x1036.0,3843,97.46264277777779
710,"//nubian/archives/movies/movies/Comedy/Hitchhiker's Guide to the Galaxy, The (2005) [PG].mp4","Hitchhiker's Guide to the Galaxy, The (2005) [PG].mp4","Hitchhiker's Guide to the Galaxy, The",2005,PG,600x400,1.5,640.0x368.0,1256,108.78200666666666
711,//nubian/archives/movies/movies/Comedy/Home Again (2017) [PG-13].m4v,Home Again (2017) [PG-13].m4v,Home Again,2017,PG-13,700x500,1.4,720.0x460.0,580,97.27759685185184
712,//nubian/archives/movies/movies/Comedy/Home Alone (1990) [PG].m4v,Home Alone (1990) [PG].m4v,Home Alone,1990,PG,700x400,1.75,708.0x364.0,767,102.839125
713,//nubian/archives/movies/movies/Comedy/Home Alone 2 Lost in New York (1992) [PG].m4v,Home Alone 2 Lost in New York (1992) [PG].m4v,Home Alone 2 Lost in New York,1992,PG,700x400,1.75,708.0x354.0,908,120.01656296296296
714,"//nubian/archives/movies/movies/Comedy/Home Teachers, The (2004) [PG].mp4","Home Teachers, The (2004) [PG].mp4","Home Teachers, The",2004,PG,700x400,1.75,720.0x386.0,980,79.47606333333333
715,//nubian/archives/movies/movies/Comedy/Honey I Blew Up the Kid (1992) [PG].m4v,Honey I Blew Up the Kid (1992) [PG].m4v,Honey I Blew Up the Kid,1992,PG,700x500,1.4,710.0x480.0,881,89.37122685185186
716,//nubian/archives/movies/movies/Comedy/Honey I Shrunk the Kids (1989) [PG].m4v,Honey I Shrunk the Kids (1989) [PG].m4v,Honey I Shrunk the Kids,1989,PG,700x500,1.4,718.0x480.0,851,93.51077833333333
717,//nubian/archives/movies/movies/Comedy/Hot Rod (2007) [PG-13].mp4,Hot Rod (2007) [PG-13].mp4,Hot Rod,2007,PG-13,600x300,2.0,640.0x272.0,857,87.8669454861111
718,//nubian/archives/movies/movies/Comedy/Hot Shots! (1991) [PG-13].m4v,Hot Shots! (1991) [PG-13].m4v,Hot Shots!,1991,PG-13,700x500,1.4,720.0x470.0,944,84.71430611111113
719,//nubian/archives/movies/movies/Comedy/Hot Shots! Part Deux (1993) [PG-13].m4v,Hot Shots! Part Deux (1993) [PG-13].m4v,Hot Shots! Part Deux,1993,PG-13,700x500,1.4,720.0x470.0,1021,88.53636425925926
720,//nubian/archives/movies/movies/Comedy/Howard The Duck (1986) [PG].m4v,Howard The Duck (1986) [PG].m4v,Howard The Duck,1986,PG,700x500,1.4,720.0x460.0,1462,110.52082703703702
721,//nubian/archives/movies/movies/Comedy/Instant Family (2018) [PG-13].m4v,Instant Family (2018) [PG-13].m4v,Instant Family,2018,PG-13,700x400,1.75,720.0x356.0,621,118.11521907407408
722,"//nubian/archives/movies/movies/Comedy/Internship, The (2013) [PG-13].m4v","Internship, The (2013) [PG-13].m4v","Internship, The",2013,PG-13,1300x500,2.6,1280.0x544.0,873,125.0235097222222
723,//nubian/archives/movies/movies/Comedy/Into the Woods (1987).m4v,Into the Woods (1987).m4v,Into the Woods,1987,,700x500,1.4,708.0x480.0,2391,151.2596137037037
724,//nubian/archives/movies/movies/Comedy/Into the Woods (2014) [PG].m4v,Into the Woods (2014) [PG].m4v,Into the Woods,2014,PG,700x400,1.75,720.0x360.0,1083,124.7565762962963
725,//nubian/archives/movies/movies/Comedy/Isle Of Dogs (2018) [PG-13].m4v,Isle Of Dogs (2018) [PG-13].m4v,Isle Of Dogs,2018,PG-13,700x400,1.75,720.0x360.0,435,101.12644185185185
